id,name,amazon_categ_id:id,sequence,max_occurs,min_occurs,uom_type_id:id
SafetyWarningEnterColl,SafetyWarning,amazon_ept_v10.entertainmentcollectibles,3600,,,
SignedByEnterColl,SignedBy,amazon_ept_v10.entertainmentcollectibles,3601,,,
StudioEnterColl,Studio,amazon_ept_v10.entertainmentcollectibles,3602,,,
SubjectKeywordsEnterColl,SubjectKeywords,amazon_ept_v10.entertainmentcollectibles,3603,5,,
VenueNameEnterColl,VenueName,amazon_ept_v10.entertainmentcollectibles,3604,,,
VinylRecordDetailsEnterColl,VinylRecordDetails,amazon_ept_v10.entertainmentcollectibles,3605,,,
WhatsInTheBoxEnterColl,WhatsInTheBox,amazon_ept_v10.entertainmentcollectibles,3606,3,,
YearEnterColl,Year,amazon_ept_v10.entertainmentcollectibles,3607,,,
MakeAnOfferMinimumPercentageEnterColl,MakeAnOfferMinimumPercentage,amazon_ept_v10.entertainmentcollectibles,3608,,,
SeriesNumberEnterColl,SeriesNumber,amazon_ept_v10.entertainmentcollectibles,3609,,,
CardNumberEnterColl,CardNumber,amazon_ept_v10.entertainmentcollectibles,3610,,,
IsVeryHighValueEnterColl,IsVeryHighValue,amazon_ept_v10.entertainmentcollectibles,3611,,,
ContributorEnterColl,Contributor,amazon_ept_v10.entertainmentcollectibles,3612,,,
AdditionalProductInformationEnterColl,AdditionalProductInformation,amazon_ept_v10.entertainmentcollectibles,3613,,,
CrossSectionShapeindustrial,CrossSectionShape,amazon_ept_v10.industrial,3614,,,
IndentationHardnessindustrial,IndentationHardness,amazon_ept_v10.industrial,3615,,,amazon_ept_v10.HardnessUnitOfMeasure
ItemDepthindustrial,ItemDepth,amazon_ept_v10.industrial,3616,,,amazon_ept_v10.LengthUnitOfMeasure
MaterialTypeindustrial,MaterialType,amazon_ept_v10.industrial,3617,,,
Modelindustrial,Model,amazon_ept_v10.industrial,3618,,,
NumberOfFlutesindustrial,NumberOfFlutes,amazon_ept_v10.industrial,3619,,,
BackingTypeadhesis,BackingType,amazon_ept_v10.adhesivesandsealants,3620,,,
BackingWeightadhesis,BackingWeight,amazon_ept_v10.adhesivesandsealants,3621,,,
BreakingStrengthadhesis,BreakingStrength,amazon_ept_v10.adhesivesandsealants,3622,,,amazon_ept_v10.WeightUnitOfMeasure
ColorMapadhesis,ColorMap,amazon_ept_v10.adhesivesandsealants,3623,,,
Coloradhesis,Color,amazon_ept_v10.adhesivesandsealants,3624,,,
CuttingDiameteradhesis,CuttingDiameter,amazon_ept_v10.adhesivesandsealants,3625,,,amazon_ept_v10.LengthUnitOfMeasure
CutTypeadhesis,CutType,amazon_ept_v10.adhesivesandsealants,3626,,,
ExteriorFinishadhesis,ExteriorFinish,amazon_ept_v10.adhesivesandsealants,3627,,,
FasteningTypeadhesis,FasteningType,amazon_ept_v10.adhesivesandsealants,3628,,,
FinishTypesadhesis,FinishTypes,amazon_ept_v10.adhesivesandsealants,3629,,,
FlowCapacityRatingadhesis,FlowCapacityRating,amazon_ept_v10.adhesivesandsealants,3630,,,
GritMaterialTypeadhesis,GritMaterialType,amazon_ept_v10.adhesivesandsealants,3631,,,
GritTypeadhesis,GritType,amazon_ept_v10.adhesivesandsealants,3632,,,
HeadHeightadhesis,HeadHeight,amazon_ept_v10.adhesivesandsealants,3633,,,amazon_ept_v10.LengthUnitOfMeasure
HubDiameteradhesis,HubDiameter,amazon_ept_v10.adhesivesandsealants,3634,,,amazon_ept_v10.LengthUnitOfMeasure
HubLengthadhesis,HubLength,amazon_ept_v10.adhesivesandsealants,3635,,,amazon_ept_v10.LengthUnitOfMeasure
IndustryStandardIdentifieradhesis,IndustryStandardIdentifier,amazon_ept_v10.adhesivesandsealants,3636,,,
ItemDiameteradhesis,ItemDiameter,amazon_ept_v10.adhesivesandsealants,3637,,,amazon_ept_v10.LengthUnitOfMeasure
ItemPitchadhesis,ItemPitch,amazon_ept_v10.adhesivesandsealants,3638,,,amazon_ept_v10.LengthUnitOfMeasure
ItemShapeadhesis,ItemShape,amazon_ept_v10.adhesivesandsealants,3639,,,
ItemTorqueadhesis,ItemTorque,amazon_ept_v10.adhesivesandsealants,3640,,,
ItemWidthToleranceadhesis,ItemWidthTolerance,amazon_ept_v10.adhesivesandsealants,3641,,,amazon_ept_v10.LengthUnitOfMeasure
LoadCapacityadhesis,LoadCapacity,amazon_ept_v10.adhesivesandsealants,3642,,,amazon_ept_v10.VolumeUnitOfMeasure
LowerTemperatureRatingadhesis,LowerTemperatureRating,amazon_ept_v10.adhesivesandsealants,3643,,,amazon_ept_v10.TemperatureUnitOfMeasure
ManufacturerGradeadhesis,ManufacturerGrade,amazon_ept_v10.adhesivesandsealants,3644,,,
MaximumGapFilladhesis,MaximumGapFill,amazon_ept_v10.adhesivesandsealants,3645,,,amazon_ept_v10.VolumeUnitOfMeasure
MaximumPressureadhesis,MaximumPressure,amazon_ept_v10.adhesivesandsealants,3646,,,amazon_ept_v10.PressureUnitOfMeasure
MaximumRotationalSpeedadhesis,MaximumRotationalSpeed,amazon_ept_v10.adhesivesandsealants,3647,,,amazon_ept_v10.SpeedUnitOfMeasure
MaximumSteamPressureDescriptionadhesis,MaximumSteamPressureDescription,amazon_ept_v10.adhesivesandsealants,3648,,,
MaximumSuctionadhesis,MaximumSuction,amazon_ept_v10.adhesivesandsealants,3649,,,amazon_ept_v10.VolumeUnitOfMeasure
MaximumTorqueadhesis,MaximumTorque,amazon_ept_v10.adhesivesandsealants,3650,,,
MaximumVacuumPressureadhesis,MaximumVacuumPressure,amazon_ept_v10.adhesivesandsealants,3651,,,amazon_ept_v10.PressureUnitOfMeasure
MeasurementSystemadhesis,MeasurementSystem,amazon_ept_v10.adhesivesandsealants,3652,,,
MinimumFlowRateadhesis,MinimumFlowRate,amazon_ept_v10.adhesivesandsealants,3653,,,amazon_ept_v10.VolumeRateUnitOfMeasure
NominalInsideDiameteradhesis,NominalInsideDiameter,amazon_ept_v10.adhesivesandsealants,3654,,,amazon_ept_v10.LengthUnitOfMeasure
NumberOfPartsadhesis,NumberOfParts,amazon_ept_v10.adhesivesandsealants,3655,,,
NumberOfTeethadhesis,NumberOfTeeth,amazon_ept_v10.adhesivesandsealants,3656,,,
NumericViscosityadhesis,NumericViscosity,amazon_ept_v10.adhesivesandsealants,3657,,,amazon_ept_v10.LengthUnitOfMeasure
OilCapacityadhesis,OilCapacity,amazon_ept_v10.adhesivesandsealants,3658,,,amazon_ept_v10.VolumeUnitOfMeasure
OperatingPressureRangeadhesis,OperatingPressureRange,amazon_ept_v10.adhesivesandsealants,3659,,,amazon_ept_v10.PressureUnitOfMeasure
OperatingVacuumPressureadhesis,OperatingVacuumPressure,amazon_ept_v10.adhesivesandsealants,3660,,,amazon_ept_v10.PressureUnitOfMeasure
PatternNameadhesis,PatternName,amazon_ept_v10.adhesivesandsealants,3661,,,
PortToPortDistanceadhesis,PortToPortDistance,amazon_ept_v10.adhesivesandsealants,3662,,,amazon_ept_v10.LengthUnitOfMeasure
PressureRangeadhesis,PressureRange,amazon_ept_v10.adhesivesandsealants,3663,,,amazon_ept_v10.PressureUnitOfMeasure
PullForceadhesis,PullForce,amazon_ept_v10.adhesivesandsealants,3664,,,amazon_ept_v10.ForceUnitOfMeasure
PushForceadhesis,PushForce,amazon_ept_v10.adhesivesandsealants,3665,,,amazon_ept_v10.ForceUnitOfMeasure
RakeTypeadhesis,RakeType,amazon_ept_v10.adhesivesandsealants,3666,,,
SealMaterialTypeadhesis,SealMaterialType,amazon_ept_v10.adhesivesandsealants,3667,,,
SeatMaterialTypeadhesis,SeatMaterialType,amazon_ept_v10.adhesivesandsealants,3668,,,
ShankDiameteradhesis,ShankDiameter,amazon_ept_v10.adhesivesandsealants,3669,,,amazon_ept_v10.LengthUnitOfMeasure
ShankHeightadhesis,ShankHeight,amazon_ept_v10.adhesivesandsealants,3670,,,amazon_ept_v10.LengthUnitOfMeasure
ShankMaterialTypeadhesis,ShankMaterialType,amazon_ept_v10.adhesivesandsealants,3671,,,
ShankTypeadhesis,ShankType,amazon_ept_v10.adhesivesandsealants,3672,,,
ShankWidthadhesis,ShankWidth,amazon_ept_v10.adhesivesandsealants,3673,,,amazon_ept_v10.LengthUnitOfMeasure
SizeNameadhesis,SizeName,amazon_ept_v10.adhesivesandsealants,3674,,,
SpecialFeaturesadhesis,SpecialFeatures,amazon_ept_v10.adhesivesandsealants,3675,,,
SpecificationMet1adhesis,SpecificationMet1,amazon_ept_v10.adhesivesandsealants,3676,,,
SpecificationMet2adhesis,SpecificationMet2,amazon_ept_v10.adhesivesandsealants,3677,,,
SpecificationMet3adhesis,SpecificationMet3,amazon_ept_v10.adhesivesandsealants,3678,,,
SpecificationMet4adhesis,SpecificationMet4,amazon_ept_v10.adhesivesandsealants,3679,,,
SpecificationMet5adhesis,SpecificationMet5,amazon_ept_v10.adhesivesandsealants,3680,,,
StyleNameadhesis,StyleName,amazon_ept_v10.adhesivesandsealants,3681,,,
TankOperatingPressureadhesis,TankOperatingPressure,amazon_ept_v10.adhesivesandsealants,3682,,,amazon_ept_v10.PressureUnitOfMeasure
TensileStrengthadhesis,TensileStrength,amazon_ept_v10.adhesivesandsealants,3683,,,amazon_ept_v10.ForceUnitOfMeasure
ThreadStyleadhesis,ThreadStyle,amazon_ept_v10.adhesivesandsealants,3684,,,
ThreadTypeadhesis,ThreadType,amazon_ept_v10.adhesivesandsealants,3685,,,
TubingSizeadhesis,TubingSize,amazon_ept_v10.adhesivesandsealants,3686,,,amazon_ept_v10.LengthUnitOfMeasure
UpperTemperatureRatingadhesis,UpperTemperatureRating,amazon_ept_v10.adhesivesandsealants,3687,,,amazon_ept_v10.TemperatureUnitOfMeasure
WheelDiameteradhesis,WheelDiameter,amazon_ept_v10.adhesivesandsealants,3688,,,amazon_ept_v10.LengthUnitOfMeasure
WheelRecessDimensionsadhesis,WheelRecessDimensions,amazon_ept_v10.adhesivesandsealants,3689,,,amazon_ept_v10.TemperatureUnitOfMeasure
WheelTreadWidthadhesis,WheelTreadWidth,amazon_ept_v10.adhesivesandsealants,3690,,,amazon_ept_v10.LengthUnitOfMeasure
ArborHoleDiameterabrasives,ArborHoleDiameter,amazon_ept_v10.abrasives,3691,,,amazon_ept_v10.LengthUnitOfMeasure
BackingTypeabrasives,BackingType,amazon_ept_v10.abrasives,3692,,,
BackingWeightabrasives,BackingWeight,amazon_ept_v10.abrasives,3693,,,
Colorabrasives,Color,amazon_ept_v10.abrasives,3694,,,
CuttingDiameterabrasives,CuttingDiameter,amazon_ept_v10.abrasives,3695,,,amazon_ept_v10.LengthUnitOfMeasure
CutTypeabrasives,CutType,amazon_ept_v10.abrasives,3696,,,
ExteriorFinishabrasives,ExteriorFinish,amazon_ept_v10.abrasives,3697,,,
FasteningTypeabrasives,FasteningType,amazon_ept_v10.abrasives,3698,,,
FinishTypesabrasives,FinishTypes,amazon_ept_v10.abrasives,3699,,,
GritMaterialTypeabrasives,GritMaterialType,amazon_ept_v10.abrasives,3700,,,
GritTypeabrasives,GritType,amazon_ept_v10.abrasives,3701,,,
HeadHeightabrasives,HeadHeight,amazon_ept_v10.abrasives,3702,,,amazon_ept_v10.LengthUnitOfMeasure
HubDiameterabrasives,HubDiameter,amazon_ept_v10.abrasives,3703,,,amazon_ept_v10.LengthUnitOfMeasure
HubLengthabrasives,HubLength,amazon_ept_v10.abrasives,3704,,,amazon_ept_v10.LengthUnitOfMeasure
IndustryStandardIdentifierabrasives,IndustryStandardIdentifier,amazon_ept_v10.abrasives,3705,,,
ItemDiameterabrasives,ItemDiameter,amazon_ept_v10.abrasives,3706,,,amazon_ept_v10.LengthUnitOfMeasure
ItemPitchabrasives,ItemPitch,amazon_ept_v10.abrasives,3707,,,amazon_ept_v10.LengthUnitOfMeasure
ItemShapeabrasives,ItemShape,amazon_ept_v10.abrasives,3708,,,
ItemTorqueabrasives,ItemTorque,amazon_ept_v10.abrasives,3709,,,
ItemWidthToleranceabrasives,ItemWidthTolerance,amazon_ept_v10.abrasives,3710,,,amazon_ept_v10.LengthUnitOfMeasure
LowerTemperatureRatingabrasives,LowerTemperatureRating,amazon_ept_v10.abrasives,3711,,,amazon_ept_v10.TemperatureUnitOfMeasure
ManufacturerGradeabrasives,ManufacturerGrade,amazon_ept_v10.abrasives,3712,,,
MaximumPressureabrasives,MaximumPressure,amazon_ept_v10.abrasives,3713,,,amazon_ept_v10.PressureUnitOfMeasure
MaximumRotationalSpeedabrasives,MaximumRotationalSpeed,amazon_ept_v10.abrasives,3714,,,amazon_ept_v10.SpeedUnitOfMeasure
MaximumSteamPressureDescriptionabrasives,MaximumSteamPressureDescription,amazon_ept_v10.abrasives,3715,,,
MaximumSuctionabrasives,MaximumSuction,amazon_ept_v10.abrasives,3716,,,amazon_ept_v10.VolumeUnitOfMeasure
MaximumTorqueabrasives,MaximumTorque,amazon_ept_v10.abrasives,3717,,,
MaximumVacuumPressureabrasives,MaximumVacuumPressure,amazon_ept_v10.abrasives,3718,,,amazon_ept_v10.PressureUnitOfMeasure
MinimumFlowRateabrasives,MinimumFlowRate,amazon_ept_v10.abrasives,3719,,,amazon_ept_v10.VolumeRateUnitOfMeasure
NominalInsideDiameterabrasives,NominalInsideDiameter,amazon_ept_v10.abrasives,3720,,,amazon_ept_v10.LengthUnitOfMeasure
NumberOfTeethabrasives,NumberOfTeeth,amazon_ept_v10.abrasives,3721,,,
NumericViscosityabrasives,NumericViscosity,amazon_ept_v10.abrasives,3722,,,amazon_ept_v10.LengthUnitOfMeasure
OilCapacityabrasives,OilCapacity,amazon_ept_v10.abrasives,3723,,,amazon_ept_v10.VolumeUnitOfMeasure
OperatingPressureRangeabrasives,OperatingPressureRange,amazon_ept_v10.abrasives,3724,,,amazon_ept_v10.PressureUnitOfMeasure
OperatingVacuumPressureabrasives,OperatingVacuumPressure,amazon_ept_v10.abrasives,3725,,,amazon_ept_v10.PressureUnitOfMeasure
PatternNameabrasives,PatternName,amazon_ept_v10.abrasives,3726,,,
PortToPortDistanceabrasives,PortToPortDistance,amazon_ept_v10.abrasives,3727,,,amazon_ept_v10.LengthUnitOfMeasure
PressureRangeabrasives,PressureRange,amazon_ept_v10.abrasives,3728,,,amazon_ept_v10.PressureUnitOfMeasure
PullForceabrasives,PullForce,amazon_ept_v10.abrasives,3729,,,amazon_ept_v10.ForceUnitOfMeasure
PushForceabrasives,PushForce,amazon_ept_v10.abrasives,3730,,,amazon_ept_v10.ForceUnitOfMeasure
RakeTypeabrasives,RakeType,amazon_ept_v10.abrasives,3731,,,
SealMaterialTypeabrasives,SealMaterialType,amazon_ept_v10.abrasives,3732,,,
ShankDiameterabrasives,ShankDiameter,amazon_ept_v10.abrasives,3733,,,amazon_ept_v10.LengthUnitOfMeasure
ShankHeightabrasives,ShankHeight,amazon_ept_v10.abrasives,3734,,,amazon_ept_v10.LengthUnitOfMeasure
ShankMaterialTypeabrasives,ShankMaterialType,amazon_ept_v10.abrasives,3735,,,
ShankTypeabrasives,ShankType,amazon_ept_v10.abrasives,3736,,,
ShankWidthabrasives,ShankWidth,amazon_ept_v10.abrasives,3737,,,amazon_ept_v10.LengthUnitOfMeasure
SizeNameabrasives,SizeName,amazon_ept_v10.abrasives,3738,,,
SpecialFeaturesabrasives,SpecialFeatures,amazon_ept_v10.abrasives,3739,,,
StyleNameabrasives,StyleName,amazon_ept_v10.abrasives,3740,,,
TankOperatingPressureabrasives,TankOperatingPressure,amazon_ept_v10.abrasives,3741,,,amazon_ept_v10.PressureUnitOfMeasure
TensileStrengthabrasives,TensileStrength,amazon_ept_v10.abrasives,3742,,,amazon_ept_v10.ForceUnitOfMeasure
ThreadStyleabrasives,ThreadStyle,amazon_ept_v10.abrasives,3743,,,
ThreadTypeabrasives,ThreadType,amazon_ept_v10.abrasives,3744,,,
TubingSizeabrasives,TubingSize,amazon_ept_v10.abrasives,3745,,,amazon_ept_v10.LengthUnitOfMeasure
UpperTemperatureRatingabrasives,UpperTemperatureRating,amazon_ept_v10.abrasives,3746,,,amazon_ept_v10.TemperatureUnitOfMeasure
WheelDiameterabrasives,WheelDiameter,amazon_ept_v10.abrasives,3747,,,amazon_ept_v10.LengthUnitOfMeasure
WheelRecessDimensionsabrasives,WheelRecessDimensions,amazon_ept_v10.abrasives,3748,,,amazon_ept_v10.LengthUnitOfMeasure
WheelTreadWidthabrasives,WheelTreadWidth,amazon_ept_v10.abrasives,3749,,,amazon_ept_v10.LengthUnitOfMeasure
BackingTypeelectronic,BackingType,amazon_ept_v10.electroniccomponents,3750,,,
BackingWeightelectronic,BackingWeight,amazon_ept_v10.electroniccomponents,3751,,,
BulbDiameterelectronic,BulbDiameter,amazon_ept_v10.electroniccomponents,3752,,,
Capacityelectronic,Capacity,amazon_ept_v10.electroniccomponents,3753,,,amazon_ept_v10.VolumeUnitOfMeasure
ClosureDiameterelectronic,ClosureDiameter,amazon_ept_v10.electroniccomponents,3754,,,amazon_ept_v10.LengthUnitOfMeasure
ColorMapelectronic,ColorMap,amazon_ept_v10.electroniccomponents,3755,,,
Colorelectronic,Color,amazon_ept_v10.electroniccomponents,3756,,,
CuttingDiameterelectronic,CuttingDiameter,amazon_ept_v10.electroniccomponents,3757,,,amazon_ept_v10.LengthUnitOfMeasure
CutTypeelectronic,CutType,amazon_ept_v10.electroniccomponents,3758,,,
ExteriorFinishelectronic,ExteriorFinish,amazon_ept_v10.electroniccomponents,3759,,,
FasteningTypeelectronic,FasteningType,amazon_ept_v10.electroniccomponents,3760,,,
FinishTypeselectronic,FinishTypes,amazon_ept_v10.electroniccomponents,3761,,,
GritMaterialTypeelectronic,GritMaterialType,amazon_ept_v10.electroniccomponents,3762,,,
GritTypeelectronic,GritType,amazon_ept_v10.electroniccomponents,3763,,,
HeadHeightelectronic,HeadHeight,amazon_ept_v10.electroniccomponents,3764,,,amazon_ept_v10.LengthUnitOfMeasure
HubDiameterelectronic,HubDiameter,amazon_ept_v10.electroniccomponents,3765,,,amazon_ept_v10.LengthUnitOfMeasure
HubLengthelectronic,HubLength,amazon_ept_v10.electroniccomponents,3766,,,amazon_ept_v10.LengthUnitOfMeasure
IndustryStandardIdentifierelectronic,IndustryStandardIdentifier,amazon_ept_v10.electroniccomponents,3767,,,
ItemDiameterelectronic,ItemDiameter,amazon_ept_v10.electroniccomponents,3768,,,amazon_ept_v10.LengthUnitOfMeasure
ItemPitchelectronic,ItemPitch,amazon_ept_v10.electroniccomponents,3769,,,amazon_ept_v10.LengthUnitOfMeasure
ItemShapeelectronic,ItemShape,amazon_ept_v10.electroniccomponents,3770,,,
ItemThicknesselectronic,ItemThickness,amazon_ept_v10.electroniccomponents,3771,,,amazon_ept_v10.LengthUnitOfMeasure
ItemTorqueelectronic,ItemTorque,amazon_ept_v10.electroniccomponents,3772,,,
ItemVolumeelectronic,ItemVolume,amazon_ept_v10.electroniccomponents,3773,,,amazon_ept_v10.VolumeUnitOfMeasure
ItemWidthToleranceelectronic,ItemWidthTolerance,amazon_ept_v10.electroniccomponents,3774,,,amazon_ept_v10.LengthUnitOfMeasure
LowerTemperatureRatingelectronic,LowerTemperatureRating,amazon_ept_v10.electroniccomponents,3775,,,amazon_ept_v10.TemperatureUnitOfMeasure
ManufacturerGradeelectronic,ManufacturerGrade,amazon_ept_v10.electroniccomponents,3776,,,
MaximumPressureelectronic,MaximumPressure,amazon_ept_v10.electroniccomponents,3777,,,amazon_ept_v10.PressureUnitOfMeasure
MaximumRotationalSpeedelectronic,MaximumRotationalSpeed,amazon_ept_v10.electroniccomponents,3778,,,amazon_ept_v10.SpeedUnitOfMeasure
MaximumSteamPressureDescriptionelectronic,MaximumSteamPressureDescription,amazon_ept_v10.electroniccomponents,3779,,,
MaximumSuctionelectronic,MaximumSuction,amazon_ept_v10.electroniccomponents,3780,,,amazon_ept_v10.VolumeUnitOfMeasure
MaximumTorqueelectronic,MaximumTorque,amazon_ept_v10.electroniccomponents,3781,,,
MaximumVacuumPressureelectronic,MaximumVacuumPressure,amazon_ept_v10.electroniccomponents,3782,,,amazon_ept_v10.PressureUnitOfMeasure
MinimumFlowRateelectronic,MinimumFlowRate,amazon_ept_v10.electroniccomponents,3783,,,amazon_ept_v10.VolumeRateUnitOfMeasure
NominalInsideDiameterelectronic,NominalInsideDiameter,amazon_ept_v10.electroniccomponents,3784,,,amazon_ept_v10.LengthUnitOfMeasure
NumberOfTeethelectronic,NumberOfTeeth,amazon_ept_v10.electroniccomponents,3785,,,
NumericViscosityelectronic,NumericViscosity,amazon_ept_v10.electroniccomponents,3786,,,amazon_ept_v10.LengthUnitOfMeasure
OilCapacityelectronic,OilCapacity,amazon_ept_v10.electroniccomponents,3787,,,amazon_ept_v10.VolumeUnitOfMeasure
OperatingPressureRangeelectronic,OperatingPressureRange,amazon_ept_v10.electroniccomponents,3788,,,amazon_ept_v10.PressureUnitOfMeasure
OperatingVacuumPressureelectronic,OperatingVacuumPressure,amazon_ept_v10.electroniccomponents,3789,,,amazon_ept_v10.PressureUnitOfMeasure
OutsideDiameterelectronic,OutsideDiameter,amazon_ept_v10.electroniccomponents,3790,,,amazon_ept_v10.LengthUnitOfMeasure
PatternNameelectronic,PatternName,amazon_ept_v10.electroniccomponents,3791,,,
PortToPortDistanceelectronic,PortToPortDistance,amazon_ept_v10.electroniccomponents,3792,,,amazon_ept_v10.LengthUnitOfMeasure
PressureRangeelectronic,PressureRange,amazon_ept_v10.electroniccomponents,3793,,,amazon_ept_v10.PressureUnitOfMeasure
PullForceelectronic,PullForce,amazon_ept_v10.electroniccomponents,3794,,,amazon_ept_v10.ForceUnitOfMeasure
PushForceelectronic,PushForce,amazon_ept_v10.electroniccomponents,3795,,,amazon_ept_v10.ForceUnitOfMeasure
RakeTypeelectronic,RakeType,amazon_ept_v10.electroniccomponents,3796,,,
SealMaterialTypeelectronic,SealMaterialType,amazon_ept_v10.electroniccomponents,3797,,,
SeatMaterialTypeelectronic,SeatMaterialType,amazon_ept_v10.electroniccomponents,3798,,,
ShankDiameterelectronic,ShankDiameter,amazon_ept_v10.electroniccomponents,3799,,,amazon_ept_v10.LengthUnitOfMeasure
ShankHeightelectronic,ShankHeight,amazon_ept_v10.electroniccomponents,3800,,,amazon_ept_v10.LengthUnitOfMeasure
ShankMaterialTypeelectronic,ShankMaterialType,amazon_ept_v10.electroniccomponents,3801,,,
ShankTypeelectronic,ShankType,amazon_ept_v10.electroniccomponents,3802,,,
ShankWidthelectronic,ShankWidth,amazon_ept_v10.electroniccomponents,3803,,,amazon_ept_v10.LengthUnitOfMeasure
SizeNameelectronic,SizeName,amazon_ept_v10.electroniccomponents,3804,,,
SpecialFeatureselectronic,SpecialFeatures,amazon_ept_v10.electroniccomponents,3805,,,
SpecificationMet1electronic,SpecificationMet1,amazon_ept_v10.electroniccomponents,3806,,,
SpecificationMet2electronic,SpecificationMet2,amazon_ept_v10.electroniccomponents,3807,,,
SpecificationMet3electronic,SpecificationMet3,amazon_ept_v10.electroniccomponents,3808,,,
SpecificationMet4electronic,SpecificationMet4,amazon_ept_v10.electroniccomponents,3809,,,
SpecificationMet5electronic,SpecificationMet5,amazon_ept_v10.electroniccomponents,3810,,,
StyleNameelectronic,StyleName,amazon_ept_v10.electroniccomponents,3811,,,
TankOperatingPressureelectronic,TankOperatingPressure,amazon_ept_v10.electroniccomponents,3812,,,amazon_ept_v10.PressureUnitOfMeasure
TensileStrengthelectronic,TensileStrength,amazon_ept_v10.electroniccomponents,3813,,,amazon_ept_v10.ForceUnitOfMeasure
ThreadLengthelectronic,ThreadLength,amazon_ept_v10.electroniccomponents,3814,,,amazon_ept_v10.LengthUnitOfMeasure
ThreadStyleelectronic,ThreadStyle,amazon_ept_v10.electroniccomponents,3815,,,
ThreadTypeelectronic,ThreadType,amazon_ept_v10.electroniccomponents,3816,,,
TubingSizeelectronic,TubingSize,amazon_ept_v10.electroniccomponents,3817,,,amazon_ept_v10.LengthUnitOfMeasure
UpperTemperatureRatingelectronic,UpperTemperatureRating,amazon_ept_v10.electroniccomponents,3818,,,amazon_ept_v10.TemperatureUnitOfMeasure
WheelDiameterelectronic,WheelDiameter,amazon_ept_v10.electroniccomponents,3819,,,amazon_ept_v10.LengthUnitOfMeasure
WheelRecessDimensionselectronic,WheelRecessDimensions,amazon_ept_v10.electroniccomponents,3820,,,amazon_ept_v10.LengthUnitOfMeasure
WheelTreadWidthelectronic,WheelTreadWidth,amazon_ept_v10.electroniccomponents,3821,,,amazon_ept_v10.LengthUnitOfMeasure
ArborHoleDiametercutting_tools,ArborHoleDiameter,amazon_ept_v10.cuttingtools,3822,,,amazon_ept_v10.LengthUnitOfMeasure
BackingTypecutting_tools,BackingType,amazon_ept_v10.cuttingtools,3823,,,
BackingWeightcutting_tools,BackingWeight,amazon_ept_v10.cuttingtools,3824,,,
ChamferTypecutting_tools,ChamferType,amazon_ept_v10.cuttingtools,3825,,,
ChipBreakerTypecutting_tools,ChipBreakerType,amazon_ept_v10.cuttingtools,3826,,,
ColorMapcutting_tools,ColorMap,amazon_ept_v10.cuttingtools,3827,,,
Colorcutting_tools,Color,amazon_ept_v10.cuttingtools,3828,,,
CuttingAnglecutting_tools,CuttingAngle,amazon_ept_v10.cuttingtools,3829,,,amazon_ept_v10.DegreeUnitOfMeasure
CuttingDiametercutting_tools,CuttingDiameter,amazon_ept_v10.cuttingtools,3830,,,amazon_ept_v10.LengthUnitOfMeasure
CuttingDirectioncutting_tools,CuttingDirection,amazon_ept_v10.cuttingtools,3831,,,
CuttingLengthcutting_tools,CuttingLength,amazon_ept_v10.cuttingtools,3832,,,amazon_ept_v10.LengthUnitOfMeasure
CutTypecutting_tools,CutType,amazon_ept_v10.cuttingtools,3833,,,
DrillPointTypecutting_tools,DrillPointType,amazon_ept_v10.cuttingtools,3834,,,
EndCutTypecutting_tools,EndCutType,amazon_ept_v10.cuttingtools,3835,,,
ExteriorFinishcutting_tools,ExteriorFinish,amazon_ept_v10.cuttingtools,3836,,,
FasteningTypecutting_tools,FasteningType,amazon_ept_v10.cuttingtools,3837,,,
FinishTypescutting_tools,FinishTypes,amazon_ept_v10.cuttingtools,3838,,,
GritMaterialTypecutting_tools,GritMaterialType,amazon_ept_v10.cuttingtools,3839,,,
GritTypecutting_tools,GritType,amazon_ept_v10.cuttingtools,3840,,,
HeadHeightcutting_tools,HeadHeight,amazon_ept_v10.cuttingtools,3841,,,amazon_ept_v10.LengthUnitOfMeasure
HubDiametercutting_tools,HubDiameter,amazon_ept_v10.cuttingtools,3842,,,amazon_ept_v10.LengthUnitOfMeasure
HubLengthcutting_tools,HubLength,amazon_ept_v10.cuttingtools,3843,,,amazon_ept_v10.LengthUnitOfMeasure
IndustryStandardIdentifiercutting_tools,IndustryStandardIdentifier,amazon_ept_v10.cuttingtools,3844,,,
IsoRangecutting_tools,IsoRange,amazon_ept_v10.cuttingtools,3845,,,
ItemDiametercutting_tools,ItemDiameter,amazon_ept_v10.cuttingtools,3846,,,amazon_ept_v10.LengthUnitOfMeasure
ItemPitchcutting_tools,ItemPitch,amazon_ept_v10.cuttingtools,3847,,,amazon_ept_v10.LengthUnitOfMeasure
ItemShapecutting_tools,ItemShape,amazon_ept_v10.cuttingtools,3848,,,
ItemTorquecutting_tools,ItemTorque,amazon_ept_v10.cuttingtools,3849,,,
ItemWidthTolerancecutting_tools,ItemWidthTolerance,amazon_ept_v10.cuttingtools,3850,,,amazon_ept_v10.LengthUnitOfMeasure
LeadAnglecutting_tools,LeadAngle,amazon_ept_v10.cuttingtools,3851,,,amazon_ept_v10.DegreeUnitOfMeasure
LowerTemperatureRatingcutting_tools,LowerTemperatureRating,amazon_ept_v10.cuttingtools,3852,,,amazon_ept_v10.TemperatureUnitOfMeasure
