id,name,amazon_categ_id:id,sequence,max_occurs,min_occurs,uom_type_id:id
GritRating,GritRating,amazon_ept_v10.tools,501,,,
Horsepower,Horsepower,amazon_ept_v10.tools,502,,,
Diameter,Diameter,amazon_ept_v10.tools,504,,,amazon_ept_v10.LengthUnitOfMeasure
Length,Length,amazon_ept_v10.tools,506,,,amazon_ept_v10.LengthUnitOfMeasure
Width,Width,amazon_ept_v10.tools,508,,,amazon_ept_v10.LengthUnitOfMeasure
Height,Height,amazon_ept_v10.tools,510,,,amazon_ept_v10.LengthUnitOfMeasure
Weight,Weight,amazon_ept_v10.tools,507,,,amazon_ept_v10.WeightUnitOfMeasure
PowerSource,PowerSource,amazon_ept_v10.tools,508,2,,
Wattage,Wattage,amazon_ept_v10.tools,509,,,
Voltage,Voltage,amazon_ept_v10.tools,510,,,
NumberOfItemsInPackage,NumberOfItemsInPackage,amazon_ept_v10.tools,511,,,
Parentage,Parentage,amazon_ept_v10.clothingaccessories,512,,,
FurDescription,FurDescription,amazon_ept_v10.clothingaccessories,513,,,
ButtonQuantity,ButtonQuantity,amazon_ept_v10.clothingaccessories,514,,,
PocketDescription,PocketDescription,amazon_ept_v10.clothingaccessories,515,,,
NeckSize,NeckSize,amazon_ept_v10.clothingaccessories,516,,,amazon_ept_v10.ClothingSizeUnitOfMeasure
LegStyle,LegStyle,amazon_ept_v10.clothingaccessories,517,,,
NumberOfPieces,NumberOfPieces,amazon_ept_v10.clothingaccessories,518,,,
Size,Size,amazon_ept_v10.clothingaccessories,519,,,
MaterialAndFabric,MaterialAndFabric,amazon_ept_v10.clothingaccessories,520,4,,
MaterialOpacity,MaterialOpacity,amazon_ept_v10.clothingaccessories,521,,,
ControlType,ControlType,amazon_ept_v10.clothingaccessories,522,,,
FrontPleatType,FrontPleatType,amazon_ept_v10.clothingaccessories,523,,,
NeckStyle,NeckStyle,amazon_ept_v10.clothingaccessories,524,,,
BeltStyle,BeltStyle,amazon_ept_v10.clothingaccessories,525,,,
WheelType,WheelType,amazon_ept_v10.clothingaccessories,526,,,
Size,Size,amazon_ept_v10.clothingaccessories,527,,,
MaterialOpacity,MaterialOpacity,amazon_ept_v10.clothingaccessories,528,,,
ControlType,ControlType,amazon_ept_v10.clothingaccessories,529,,,
FrontPleatType,FrontPleatType,amazon_ept_v10.clothingaccessories,530,,,
NeckStyle,NeckStyle,amazon_ept_v10.clothingaccessories,531,,,
BeltStyle,BeltStyle,amazon_ept_v10.clothingaccessories,532,,,
WheelType,WheelType,amazon_ept_v10.clothingaccessories,533,,,
Color,Color,amazon_ept_v10.clothingaccessories,534,,,
FabricWash,FabricWash,amazon_ept_v10.clothingaccessories,536,,,
OccasionAndLifestyle,OccasionAndLifestyle,amazon_ept_v10.clothingaccessories,537,10,,
TopStyle,TopStyle,amazon_ept_v10.clothingaccessories,538,,,
ChestSize,ChestSize,amazon_ept_v10.clothingaccessories,539,,,amazon_ept_v10.ClothingSizeUnitOfMeasure
StrapType,StrapType,amazon_ept_v10.clothingaccessories,540,,,
VariationTheme,VariationTheme,amazon_ept_v10.clothingaccessories,541,,,
PatternStyle,PatternStyle,amazon_ept_v10.clothingaccessories,543,,,
StyleName,StyleName,amazon_ept_v10.clothingaccessories,544,,,
BottomStyle,BottomStyle,amazon_ept_v10.clothingaccessories,545,,,
CupSize,CupSize,amazon_ept_v10.clothingaccessories,546,,,
ToeStyle,ToeStyle,amazon_ept_v10.clothingaccessories,547,,,
Department,Department,amazon_ept_v10.clothingaccessories,548,,,
ImportDesignation,ImportDesignation,amazon_ept_v10.clothingaccessories,549,,,
FitType,FitType,amazon_ept_v10.clothingaccessories,550,,,
StyleNumber,StyleNumber,amazon_ept_v10.clothingaccessories,551,,,
SizeMap,SizeMap,amazon_ept_v10.clothingaccessories,552,,,
UnderwireType,UnderwireType,amazon_ept_v10.clothingaccessories,553,,,
Theme,Theme,amazon_ept_v10.clothingaccessories,554,,,
ColorMap,ColorMap,amazon_ept_v10.clothingaccessories,555,,,
CountryAsLabeled,CountryAsLabeled,amazon_ept_v10.clothingaccessories,556,,,
WaterResistanceLevel,WaterResistanceLevel,amazon_ept_v10.clothingaccessories,557,,,
CollarType,CollarType,amazon_ept_v10.clothingaccessories,558,,,
WaistSize,WaistSize,amazon_ept_v10.clothingaccessories,559,,,amazon_ept_v10.ClothingSizeUnitOfMeasure
ShoeWidth,ShoeWidth,amazon_ept_v10.clothingaccessories,560,,,
Character,Character,amazon_ept_v10.clothingaccessories,561,,,
SpecialSizeType,SpecialSizeType,amazon_ept_v10.clothingaccessories,562,,,
ApparelClosureType,ApparelClosureType,amazon_ept_v10.clothingaccessories,563,,,
SleeveType,SleeveType,amazon_ept_v10.clothingaccessories,564,,,
InseamLength_clothing_length,InseamLength,amazon_ept_v10.clothingaccessories,565,,,amazon_ept_v10.ClothingSizeUnitOfMeasure
ItemRise,ItemRise,amazon_ept_v10.clothingaccessories,566,,,amazon_ept_v10.LengthUnitOfMeasure
LaptopCapacity,LaptopCapacity,amazon_ept_v10.clothingaccessories,567,,,
SpecialFeature,SpecialFeature,amazon_ept_v10.clothingaccessories,568,2,,
CuffType,CuffType,amazon_ept_v10.clothingaccessories,569,,,
SleeveLength,SleeveLength,amazon_ept_v10.clothingaccessories,570,,,amazon_ept_v10.ClothingSizeUnitOfMeasure
RiseStyle,RiseStyle,amazon_ept_v10.clothingaccessories,571,,,
IsStainResistant,IsStainResistant,amazon_ept_v10.clothingaccessories,572,,,
LegDiameter,LegDiameter,amazon_ept_v10.clothingaccessories,573,,,amazon_ept_v10.LengthUnitOfMeasure
ProductTypeamazon_eptamazon_threedprinting,ProductType,amazon_ept_v10.amazon_threedprinting,583,,,
CertificateNumberamazon_eptamazon_threedprinting,CertificateNumber,amazon_ept_v10.amazon_threedprinting,584,9,,
IsAdultProductamazon_eptamazon_threedprinting,IsAdultProduct,amazon_ept_v10.amazon_threedprinting,585,,,
DepartmentNameamazon_eptamazon_threedprinting,DepartmentName,amazon_ept_v10.amazon_threedprinting,586,10,,
Themeamazon_eptamazon_threedprinting,Theme,amazon_ept_v10.amazon_threedprinting,587,,,
StyleNameamazon_eptamazon_threedprinting,StyleName,amazon_ept_v10.amazon_threedprinting,588,5,,
SpecialSizeTypeamazon_eptamazon_threedprinting,SpecialSizeType,amazon_ept_v10.amazon_threedprinting,589,10,,
BeltStyleamazon_eptamazon_threedprinting,BeltStyle,amazon_ept_v10.amazon_threedprinting,590,,,
IncludedComponentsamazon_eptamazon_threedprinting,IncludedComponents,amazon_ept_v10.amazon_threedprinting,591,10,,
NumberOfPiecesamazon_eptamazon_threedprinting,NumberOfPieces,amazon_ept_v10.amazon_threedprinting,592,,,
MetalTypeamazon_eptamazon_threedprinting,MetalType,amazon_ept_v10.amazon_threedprinting,593,,,
PrintingTechnologyamazon_eptamazon_threedprinting,PrintingTechnology,amazon_ept_v10.amazon_threedprinting,594,,,
FinishTypeamazon_eptamazon_threedprinting,FinishType,amazon_ept_v10.amazon_threedprinting,595,5,,
Parentageamazon_eptamazon_threedprinting,Parentage,amazon_ept_v10.amazon_threedprinting,596,,,
VolumeBaseamazon_eptamazon_threedprinting,VolumeBase,amazon_ept_v10.amazon_threedprinting,597,,,
Genreamazon_eptamazon_threedprinting,Genre,amazon_ept_v10.amazon_threedprinting,598,18,,
ItemShapeamazon_eptamazon_threedprinting,ItemShape,amazon_ept_v10.amazon_threedprinting,599,,,
InstallationTypeamazon_eptamazon_threedprinting,InstallationType,amazon_ept_v10.amazon_threedprinting,600,,,
ColorNameamazon_eptamazon_threedprinting,ColorName,amazon_ept_v10.amazon_threedprinting,601,,,
ItemHardnessamazon_eptamazon_threedprinting,ItemHardness,amazon_ept_v10.amazon_threedprinting,602,,,
VariationThemeamazon_eptamazon_threedprinting,VariationTheme,amazon_ept_v10.amazon_threedprinting,603,,,
ItemDepthamazon_eptamazon_threedprinting,ItemDepth,amazon_ept_v10.amazon_threedprinting,604,,,
FrameMaterialTypeamazon_eptamazon_threedprinting,FrameMaterialType,amazon_ept_v10.amazon_threedprinting,605,,,
CompatibleDevicesamazon_eptamazon_threedprinting,CompatibleDevices,amazon_ept_v10.amazon_threedprinting,606,10,,
IsAssemblyRequiredamazon_eptamazon_threedprinting,IsAssemblyRequired,amazon_ept_v10.amazon_threedprinting,607,,,
ColorMapamazon_eptamazon_threedprinting,ColorMap,amazon_ept_v10.amazon_threedprinting,608,,,
ItemFirmnessDescriptionamazon_eptamazon_threedprinting,ItemFirmnessDescription,amazon_ept_v10.amazon_threedprinting,609,,,
DisplayDiameteramazon_eptamazon_threedprinting,DisplayDiameter,amazon_ept_v10.amazon_threedprinting,610,,,amazon_ept_v10.LengthUnitOfMeasure
LensMaterialTypeamazon_eptamazon_threedprinting,LensMaterialType,amazon_ept_v10.amazon_threedprinting,611,,,
SkillLevelamazon_eptamazon_threedprinting,SkillLevel,amazon_ept_v10.amazon_threedprinting,612,,,
SizeNameamazon_eptamazon_threedprinting,SizeName,amazon_ept_v10.amazon_threedprinting,613,,,
IsVeryHighValueamazon_eptamazon_threedprinting,IsVeryHighValue,amazon_ept_v10.amazon_threedprinting,614,,,
ItemTypeNameamazon_eptamazon_threedprinting,ItemTypeName,amazon_ept_v10.amazon_threedprinting,615,,,
DisplayLengthamazon_eptamazon_threedprinting,DisplayLength,amazon_ept_v10.amazon_threedprinting,616,,,amazon_ept_v10.LengthUnitOfMeasure
DesignFileUrlamazon_eptamazon_threedprinting,DesignFileUrl,amazon_ept_v10.amazon_threedprinting,617,,,
CompatiblePhoneModelsamazon_eptamazon_threedprinting,CompatiblePhoneModels,amazon_ept_v10.amazon_threedprinting,618,18,,
MaterialTypeamazon_eptamazon_threedprinting,MaterialType,amazon_ept_v10.amazon_threedprinting,619,10,,
IsCustomizableamazon_eptamazon_threedprinting,IsCustomizable,amazon_ept_v10.amazon_threedprinting,620,,,
SupportedDevicesamazon_eptamazon_threedprinting,SupportedDevices,amazon_ept_v10.amazon_threedprinting,621,10,,
PreferredManufactureramazon_eptamazon_threedprinting,PreferredManufacturer,amazon_ept_v10.amazon_threedprinting,622,,,
StyleKeywordsamazon_eptamazon_threedprinting,StyleKeywords,amazon_ept_v10.amazon_threedprinting,623,,,
SpecialFeaturesamazon_eptamazon_threedprinting,SpecialFeatures,amazon_ept_v10.amazon_threedprinting,624,14,,
AdditionalProductInformationamazon_eptamazon_threedprinting,AdditionalProductInformation,amazon_ept_v10.amazon_threedprinting,625,,,
AdditionalSizeInformationamazon_eptamazon_threedprinting,AdditionalSizeInformation,amazon_ept_v10.amazon_threedprinting,626,,,
OriginDescriptionamazon_eptamazon_threedprinting,OriginDescription,amazon_ept_v10.amazon_threedprinting,627,,,
RecommendedUserBuildamazon_eptamazon_threedprinting,RecommendedUserBuild,amazon_ept_v10.amazon_threedprinting,629,,,
MfgMinimumamazon_eptamazon_threedprinting,MfgMinimum,amazon_ept_v10.amazon_threedprinting,630,,,amazon_ept_v10.AgeRecommendedUnitOfMeasure
VideoUrlamazon_eptamazon_threedprinting,VideoUrl,amazon_ept_v10.amazon_threedprinting,631,,,
CertificateTypeamazon_eptamazon_threedprinting,CertificateType,amazon_ept_v10.amazon_threedprinting,632,9,,
ProductTypeSport,ProductType,amazon_ept_v10.amazon_sports,644,,,
ParentageSport,Parentage,amazon_ept_v10.amazon_sports,645,,,
VariationThemeSport,VariationTheme,amazon_ept_v10.amazon_sports,646,,,
AgeGenderCategorySport,AgeGenderCategory,amazon_ept_v10.amazon_sports,647,,,
AmperageSport,Amperage,amazon_ept_v10.amazon_sports,648,,,amazon_ept_v10.AmperageUnitOfMeasure
BikeRimSizeSport,BikeRimSize,amazon_ept_v10.amazon_sports,649,,,amazon_ept_v10.LengthUnitOfMeasure
BootSizeSport,BootSize,amazon_ept_v10.amazon_sports,650,,,
BounceSport,Bounce,amazon_ept_v10.amazon_sports,651,,,
CalfSizeSport,CalfSize,amazon_ept_v10.amazon_sports,652,,,
CaliberSport,Caliber,amazon_ept_v10.amazon_sports,653,,,
CapacitySport,Capacity,amazon_ept_v10.amazon_sports,654,,,amazon_ept_v10.VolumeUnitOfMeasure
ClubSport,Club,amazon_ept_v10.amazon_sports,655,,,
ColorSport,Color,amazon_ept_v10.amazon_sports,656,,,
CurvatureSport,Curvature,amazon_ept_v10.amazon_sports,657,,,
CustomerPackageTypeSport,CustomerPackageType,amazon_ept_v10.amazon_sports,658,,,
DepartmentSport,Department,amazon_ept_v10.amazon_sports,659,5,,
DesignSport,Design,amazon_ept_v10.amazon_sports,660,,,
DiameterSport,Diameter,amazon_ept_v10.amazon_sports,661,,,amazon_ept_v10.LengthUnitOfMeasure
DivingHoodThicknessSport,DivingHoodThickness,amazon_ept_v10.amazon_sports,662,,,amazon_ept_v10.LengthUnitOfMeasure
FencingPommelTypeSport,FencingPommelType,amazon_ept_v10.amazon_sports,663,,,
FlavorSport,Flavor,amazon_ept_v10.amazon_sports,664,,,
GolfFlexSport,GolfFlex,amazon_ept_v10.amazon_sports,665,,,
GolfLoftSport,GolfLoft,amazon_ept_v10.amazon_sports,666,,,amazon_ept_v10.DegreeUnitOfMeasure
GripSizeSport,GripSize,amazon_ept_v10.amazon_sports,667,,,
GripTypeSport,GripType,amazon_ept_v10.amazon_sports,668,,,
HandSport,Hand,amazon_ept_v10.amazon_sports,669,,,
HeadSizeSport,HeadSize,amazon_ept_v10.amazon_sports,670,,,
HeightSport,Height,amazon_ept_v10.amazon_sports,671,,,amazon_ept_v10.LengthUnitOfMeasure
IronsSport,Irons,amazon_ept_v10.amazon_sports,672,,,
ItemThicknessSport,ItemThickness,amazon_ept_v10.amazon_sports,673,,,amazon_ept_v10.LengthUnitOfMeasure
LengthSport,Length,amazon_ept_v10.amazon_sports,674,,,amazon_ept_v10.LengthUnitOfMeasure
LensColorSport,LensColor,amazon_ept_v10.amazon_sports,675,,,
LieAngleSport,LieAngle,amazon_ept_v10.amazon_sports,676,,,
LineCapacitySport,LineCapacity,amazon_ept_v10.amazon_sports,677,,,
LineWeightSport,LineWeight,amazon_ept_v10.amazon_sports,678,,,
MaterialSport,Material,amazon_ept_v10.amazon_sports,679,,,
ModelSport,Model,amazon_ept_v10.amazon_sports,680,,,
NumberOfItemsSport,NumberOfItems,amazon_ept_v10.amazon_sports,681,,,
OccupancySport,Occupancy,amazon_ept_v10.amazon_sports,682,,,
QuantitySport,Quantity,amazon_ept_v10.amazon_sports,683,,,
RoundsSport,Rounds,amazon_ept_v10.amazon_sports,684,,,
ShaftLengthSport,ShaftLength,amazon_ept_v10.amazon_sports,685,,,amazon_ept_v10.LengthUnitOfMeasure
ShaftMaterialSport,ShaftMaterial,amazon_ept_v10.amazon_sports,686,,,
ShaftTypeSport,ShaftType,amazon_ept_v10.amazon_sports,687,,,
ShapeSport,Shape,amazon_ept_v10.amazon_sports,688,,,
SizeSport,Size,amazon_ept_v10.amazon_sports,689,,,
StyleSport,Style,amazon_ept_v10.amazon_sports,690,,,
TemperatureRatingSport,TemperatureRating,amazon_ept_v10.amazon_sports,691,,,amazon_ept_v10.TemperatureRatingUnitOfMeasure
TensionLevelSport,TensionLevel,amazon_ept_v10.amazon_sports,692,,,
VolumeSport,Volume,amazon_ept_v10.amazon_sports,693,,,amazon_ept_v10.VolumeUnitOfMeasure
WattageSport,Wattage,amazon_ept_v10.amazon_sports,694,,,amazon_ept_v10.WattageUnitOfMeasure
WeightSport,Weight,amazon_ept_v10.amazon_sports,695,,,amazon_ept_v10.WeightUnitOfMeasure
WeightSupportedSport,WeightSupported,amazon_ept_v10.amazon_sports,696,,,amazon_ept_v10.WeightUnitOfMeasure
WheelSizeSport,WheelSize,amazon_ept_v10.amazon_sports,697,,,amazon_ept_v10.LengthUnitOfMeasure
WidthSport,Width,amazon_ept_v10.amazon_sports,698,,,amazon_ept_v10.LengthUnitOfMeasure
WoodSport,Wood,amazon_ept_v10.amazon_sports,699,,,
MaterialCompositionSport,MaterialComposition,amazon_ept_v10.amazon_sports,700,,,
PackagingSport,Packaging,amazon_ept_v10.amazon_sports,701,,,
IsCustomizableSport,IsCustomizable,amazon_ept_v10.amazon_sports,702,,,
CustomizableTemplateNameSport,CustomizableTemplateName,amazon_ept_v10.amazon_sports,703,,,
IsAdultProductSport,IsAdultProduct,amazon_ept_v10.amazon_sports,704,,,
ModelYearSport,ModelYear,amazon_ept_v10.amazon_sports,705,,,
SeasonSport,Season,amazon_ept_v10.amazon_sports,706,,,
AccessLocationSport,AccessLocation,amazon_ept_v10.amazon_sports,707,,,
ActionSport,Action,amazon_ept_v10.amazon_sports,708,,,
ActiveIngredientsSport,ActiveIngredients,amazon_ept_v10.amazon_sports,709,,,
AlarmSport,Alarm,amazon_ept_v10.amazon_sports,710,,,
ApparentScaleSizeSport,ApparentScaleSize,amazon_ept_v10.amazon_sports,711,,,amazon_ept_v10.LengthUnitOfMeasure
AvailableCoursesSport,AvailableCourses,amazon_ept_v10.amazon_sports,712,,,
BackingLineCapacitySport,BackingLineCapacity,amazon_ept_v10.amazon_sports,713,,,
BatteryAverageLifeSport,BatteryAverageLife,amazon_ept_v10.amazon_sports,715,,,amazon_ept_v10.WeightUnitOfMeasure
BatteryAverageLifeStandbySport,BatteryAverageLifeStandby,amazon_ept_v10.amazon_sports,716,,,amazon_ept_v10.WeightUnitOfMeasure
BatteryChargeTimeSport,BatteryChargeTime,amazon_ept_v10.amazon_sports,717,,,amazon_ept_v10.WeightUnitOfMeasure
BatteryLifeSport,BatteryLife,amazon_ept_v10.amazon_sports,718,3,,amazon_ept_v10.AssemblyTimeUnitOfMeasure
BatteryTypeLithiumIonSport,BatteryTypeLithiumIon,amazon_ept_v10.amazon_sports,719,,,
BatteryTypeLithiumMetalSport,BatteryTypeLithiumMetal,amazon_ept_v10.amazon_sports,720,,,
BeamWidthSport,BeamWidth,amazon_ept_v10.amazon_sports,721,,,amazon_ept_v10.LengthUnitOfMeasure
BearingMaterialTypeSport,BearingMaterialType,amazon_ept_v10.amazon_sports,722,,,
BeltStyleSport,BeltStyle,amazon_ept_v10.amazon_sports,723,,,
BikeWeightSport,BikeWeight,amazon_ept_v10.amazon_sports,724,,,amazon_ept_v10.WeightUnitOfMeasure
BladeGrindSport,BladeGrind,amazon_ept_v10.amazon_sports,725,,,
BladeLengthSport,BladeLength,amazon_ept_v10.amazon_sports,726,,,amazon_ept_v10.LengthUnitOfMeasure
BladeShapeSport,BladeShape,amazon_ept_v10.amazon_sports,727,,,
BladeTypeSport,BladeType,amazon_ept_v10.amazon_sports,728,,,
BMXBikeTypeSport,BMXBikeType,amazon_ept_v10.amazon_sports,729,,,
BoatFenderDiameterSport,BoatFenderDiameter,amazon_ept_v10.amazon_sports,730,,,amazon_ept_v10.LengthUnitOfMeasure
BoilRateDescriptionSport,BoilRateDescription,amazon_ept_v10.amazon_sports,731,,,
BoomLengthSport,BoomLength,amazon_ept_v10.amazon_sports,732,,,amazon_ept_v10.LengthUnitOfMeasure
BottomStyleSport,BottomStyle,amazon_ept_v10.amazon_sports,733,,,
BrakeTypeSport,BrakeType,amazon_ept_v10.amazon_sports,734,,,
BrakeWidthSport,BrakeWidth,amazon_ept_v10.amazon_sports,735,,,amazon_ept_v10.LengthUnitOfMeasure
BreakingStrengthSport,BreakingStrength,amazon_ept_v10.amazon_sports,736,,,amazon_ept_v10.WeightUnitOfMeasure
BTUsSport,BTUs,amazon_ept_v10.amazon_sports,737,,,
BuildupSport,Buildup,amazon_ept_v10.amazon_sports,738,,,
BulbTypeSport,BulbType,amazon_ept_v10.amazon_sports,739,,,
BurnTimeSport,BurnTime,amazon_ept_v10.amazon_sports,740,,,amazon_ept_v10.BurnTimeUnitOfMeasure
CanShipInOriginalContainerSport,CanShipInOriginalContainer,amazon_ept_v10.amazon_sports,741,,,
CapabilitySport,Capability,amazon_ept_v10.amazon_sports,742,,,
CapTypeSport,CapType,amazon_ept_v10.amazon_sports,743,,,
CareInstructionsSport,CareInstructions,amazon_ept_v10.amazon_sports,744,,,
CenterlineLengthSport,CenterlineLength,amazon_ept_v10.amazon_sports,745,,,amazon_ept_v10.LengthUnitOfMeasure
ClosureTypeSport,ClosureType,amazon_ept_v10.amazon_sports,746,,,
CollarTypeSport,CollarType,amazon_ept_v10.amazon_sports,747,,,
ColorMapSport,ColorMap,amazon_ept_v10.amazon_sports,748,,,
CompatibleDevicesSport,CompatibleDevices,amazon_ept_v10.amazon_sports,749,,,
CompatibleHoseDiameterSport,CompatibleHoseDiameter,amazon_ept_v10.amazon_sports,750,,,amazon_ept_v10.LengthUnitOfMeasure
CompatibleRopeDiameterSport,CompatibleRopeDiameter,amazon_ept_v10.amazon_sports,751,,,amazon_ept_v10.LengthUnitOfMeasure
ConstructionSport,Construction,amazon_ept_v10.amazon_sports,752,,,
ControlProgramNameSport,ControlProgramName,amazon_ept_v10.amazon_sports,753,,,
CoreMaterialTypeSport,CoreMaterialType,amazon_ept_v10.amazon_sports,754,,,
CountryAsLabeledSport,CountryAsLabeled,amazon_ept_v10.amazon_sports,755,,,
CountryOfOriginSport,CountryOfOrigin,amazon_ept_v10.amazon_sports,756,,,
CourseCapacitySport,CourseCapacity,amazon_ept_v10.amazon_sports,757,,,
CoverageAreaSport,CoverageArea,amazon_ept_v10.amazon_sports,758,,,amazon_ept_v10.AreaUnitOfMeasure
CrankLengthSport,CrankLength,amazon_ept_v10.amazon_sports,759,,,amazon_ept_v10.LengthUnitOfMeasure
CuffTypeSport,CuffType,amazon_ept_v10.amazon_sports,760,,,
CupSizeSport,CupSize,amazon_ept_v10.amazon_sports,761,,,
CyclesSport,Cycles,amazon_ept_v10.amazon_sports,762,,,
DeckLengthSport,DeckLength,amazon_ept_v10.amazon_sports,763,,,amazon_ept_v10.LengthUnitOfMeasure
DeckWidthSport,DeckWidth,amazon_ept_v10.amazon_sports,764,,,amazon_ept_v10.LengthUnitOfMeasure
DirectionsSport,Directions,amazon_ept_v10.amazon_sports,765,,,
DisplayFeaturesSport,DisplayFeatures,amazon_ept_v10.amazon_sports,766,,,
DisplayLengthSport,DisplayLength,amazon_ept_v10.amazon_sports,767,,,amazon_ept_v10.LengthUnitOfMeasure
DisplaySizeSport,DisplaySize,amazon_ept_v10.amazon_sports,768,,,amazon_ept_v10.LengthUnitOfMeasure
DisplayTypeSport,DisplayType,amazon_ept_v10.amazon_sports,769,,,
DisplayVolumeSport,DisplayVolume,amazon_ept_v10.amazon_sports,770,,,amazon_ept_v10.VolumeUnitOfMeasure
DisplayWeightSport,DisplayWeight,amazon_ept_v10.amazon_sports,771,,,amazon_ept_v10.WeightUnitOfMeasure
EffectiveEdgeLengthSport,EffectiveEdgeLength,amazon_ept_v10.amazon_sports,772,,,amazon_ept_v10.LengthUnitOfMeasure
EngineDisplacementSport,EngineDisplacement,amazon_ept_v10.amazon_sports,773,,,amazon_ept_v10.EngineDisplacement_uom
EventNameSport,EventName,amazon_ept_v10.amazon_sports,774,,,
EyeSport,Eye,amazon_ept_v10.amazon_sports,775,,,
FabricTypeSport,FabricType,amazon_ept_v10.amazon_sports,776,,,
FabricWashSport,FabricWash,amazon_ept_v10.amazon_sports,777,,,
FillMaterialTypeSport,FillMaterialType,amazon_ept_v10.amazon_sports,778,,,
FishingLineTypeSport,FishingLineType,amazon_ept_v10.amazon_sports,779,,,
FishTypeSport,FishType,amazon_ept_v10.amazon_sports,780,,,
FittingTypeSport,FittingType,amazon_ept_v10.amazon_sports,781,,,
FitTypeSport,FitType,amazon_ept_v10.amazon_sports,782,,,
FloorAreaSport,FloorArea,amazon_ept_v10.amazon_sports,783,,,amazon_ept_v10.AreaUnitOfMeasure
FloorLengthSport,FloorLength,amazon_ept_v10.amazon_sports,784,,,amazon_ept_v10.LengthUnitOfMeasure
FloorWidthSport,FloorWidth,amazon_ept_v10.amazon_sports,785,,,amazon_ept_v10.LengthUnitOfMeasure
FlyLineNumberSport,FlyLineNumber,amazon_ept_v10.amazon_sports,786,,,
FoldedLengthSport,FoldedLength,amazon_ept_v10.amazon_sports,787,,,
FrameHeightSport,FrameHeight,amazon_ept_v10.amazon_sports,788,,,amazon_ept_v10.LengthUnitOfMeasure
FrameMaterialSport,FrameMaterial,amazon_ept_v10.amazon_sports,789,,,
FrameTypeSport,FrameType,amazon_ept_v10.amazon_sports,790,,,
FrequencyBandSport,FrequencyBand,amazon_ept_v10.amazon_sports,791,,,
FrontPleatTypeSport,FrontPleatType,amazon_ept_v10.amazon_sports,792,,,
FuelCapacitySport,FuelCapacity,amazon_ept_v10.amazon_sports,793,,,amazon_ept_v10.VolumeUnitOfMeasure
FuelTypeSport,FuelType,amazon_ept_v10.amazon_sports,794,,,
FunctionsSport,Functions,amazon_ept_v10.amazon_sports,795,,,
FurDescriptionSport,FurDescription,amazon_ept_v10.amazon_sports,796,,,
GearDirectionSport,GearDirection,amazon_ept_v10.amazon_sports,797,,,
GeographicCoverageSport,GeographicCoverage,amazon_ept_v10.amazon_sports,798,,,
GloveTypeSport,GloveType,amazon_ept_v10.amazon_sports,799,,,
GripMaterialTypeSport,GripMaterialType,amazon_ept_v10.amazon_sports,800,,,
GuardMaterialTypeSport,GuardMaterialType,amazon_ept_v10.amazon_sports,801,,,
HandleMaterialSport,HandleMaterial,amazon_ept_v10.amazon_sports,802,,,
HandleTypeSport,HandleType,amazon_ept_v10.amazon_sports,803,,,
HeatRatingSport,HeatRating,amazon_ept_v10.amazon_sports,804,,,amazon_ept_v10.TemperatureRatingUnitOfMeasure
HPSport,HP,amazon_ept_v10.amazon_sports,805,,,
HullShapeSport,HullShape,amazon_ept_v10.amazon_sports,806,,,
IdentityPackageTypeSport,IdentityPackageType,amazon_ept_v10.amazon_sports,807,,,
ImportDesignationSport,ImportDesignation,amazon_ept_v10.amazon_sports,808,,,
ImpactForceSport,ImpactForce,amazon_ept_v10.amazon_sports,809,,,
IngredientsSport,Ingredients,amazon_ept_v10.amazon_sports,810,,,
InseamSport,Inseam,amazon_ept_v10.amazon_sports,811,,,
InsulationTypeSport,InsulationType,amazon_ept_v10.amazon_sports,812,,,
IntensitySport,Intensity,amazon_ept_v10.amazon_sports,813,,,
IsAssemblyRequiredSport,IsAssemblyRequired,amazon_ept_v10.amazon_sports,814,,,
ItemTypeNameSport,ItemTypeName,amazon_ept_v10.amazon_sports,815,,,
IsSignedSport,IsSigned,amazon_ept_v10.amazon_sports,816,,,
JerseyTypeSport,JerseyType,amazon_ept_v10.amazon_sports,817,,,
KnifeFunctionSport,KnifeFunction,amazon_ept_v10.amazon_sports,818,,,
LampTypeSport,LampType,amazon_ept_v10.amazon_sports,819,,,
LaptopCapacitySport,LaptopCapacity,amazon_ept_v10.amazon_sports,820,,,
LashLengthSport,LashLength,amazon_ept_v10.amazon_sports,821,,,amazon_ept_v10.LengthUnitOfMeasure
LeagueNameSport,LeagueName,amazon_ept_v10.amazon_sports,822,,,
LegStyleSport,LegStyle,amazon_ept_v10.amazon_sports,823,,,
LensMaterialSport,LensMaterial,amazon_ept_v10.amazon_sports,824,,,
LensShapeSport,LensShape,amazon_ept_v10.amazon_sports,825,,,
LifeVestTypeSport,LifeVestType,amazon_ept_v10.amazon_sports,826,,,
LightIntensitySport,LightIntensity,amazon_ept_v10.amazon_sports,827,,,
LineWeightSport,LineWeight,amazon_ept_v10.amazon_sports,828,,,
LiningMaterialSport,LiningMaterial,amazon_ept_v10.amazon_sports,829,,,
LithiumBatteryEnergyContentSport,LithiumBatteryEnergyContent,amazon_ept_v10.amazon_sports,830,,,amazon_ept_v10.NeckSizeUnitOfMeasure
LithiumBatteryPackagingSport,LithiumBatteryPackaging,amazon_ept_v10.amazon_sports,831,,,
