id,name
only_domestic_use,only_domestic_use
adult_supervision_required,adult_supervision_required
protective_equipment_required,protective_equipment_required
water_adult_supervision_required,water_adult_supervision_required
toy_inside,toy_inside
no_protective_equipment,no_protective_equipment
risk_of_entanglement,risk_of_entanglement
fragrances_allergy_risk,fragrances_allergy_risk
no_warning_applicable,no_warning_applicable
