id,name
English,English
French,French
German,German
Italian,Italian
Spanish,Spanish
Dutch,Dutch
Polish,Polish
Bulgarian,Bulgarian
Czech,Czech
Danish,Danish
Estonian,Estonian
Finnish,Finnish
Greek,Greek
Hungarian,Hungarian
Latvian,Latvian
Lithuanian,Lithuanian
Portuguese,Portuguese
Romanian,Romanian
Slovak,Slovak
Slovene,Slovene
Swedish,Swedish
