id,name,uom_type_id:id
millilitersand_rate,milliliters,amazon_ept_v10.VolumeAndVolumeRateUnitOfMeasure
microlitersand_rate,microliters,amazon_ept_v10.VolumeAndVolumeRateUnitOfMeasure
nanolitersand_rate,nanoliters,amazon_ept_v10.VolumeAndVolumeRateUnitOfMeasure
picolitersand_rate,picoliters,amazon_ept_v10.VolumeAndVolumeRateUnitOfMeasure
MMgua_int,MM,amazon_ept_v10.GraduationIntervalUnitOfMeasure
CMgua_int,CM,amazon_ept_v10.GraduationIntervalUnitOfMeasure
Mgua_int,M,amazon_ept_v10.GraduationIntervalUnitOfMeasure
INgua_int,IN,amazon_ept_v10.GraduationIntervalUnitOfMeasure
FTgua_int,FT,amazon_ept_v10.GraduationIntervalUnitOfMeasure
inchesgua_int,inches,amazon_ept_v10.GraduationIntervalUnitOfMeasure
feetgua_int,feet,amazon_ept_v10.GraduationIntervalUnitOfMeasure
metersgua_int,meters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
decimetersgua_int,decimeters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
centimetersgua_int,centimeters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
millimetersgua_int,millimeters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
micrometersgua_int,micrometers,amazon_ept_v10.GraduationIntervalUnitOfMeasure
nanometersgua_int,nanometers,amazon_ept_v10.GraduationIntervalUnitOfMeasure
picometersgua_int,picometers,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cubic-cmgua_int,cubic-cm,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cubic-ftgua_int,cubic-ft,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cubic-ingua_int,cubic-in,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cubic-mgua_int,cubic-m,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cubic-ydgua_int,cubic-yd,amazon_ept_v10.GraduationIntervalUnitOfMeasure
cupgua_int,cup,amazon_ept_v10.GraduationIntervalUnitOfMeasure
fluid-ozgua_int,fluid-oz,amazon_ept_v10.GraduationIntervalUnitOfMeasure
gallongua_int,gallon,amazon_ept_v10.GraduationIntervalUnitOfMeasure
litergua_int,liter,amazon_ept_v10.GraduationIntervalUnitOfMeasure
millilitergua_int,milliliter,amazon_ept_v10.GraduationIntervalUnitOfMeasure
ouncegua_int,ounce,amazon_ept_v10.GraduationIntervalUnitOfMeasure
pintgua_int,pint,amazon_ept_v10.GraduationIntervalUnitOfMeasure
quartgua_int,quart,amazon_ept_v10.GraduationIntervalUnitOfMeasure
litersgua_int,liters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
decilitersgua_int,deciliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
centilitersgua_int,centiliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
millilitersgua_int,milliliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
microlitersgua_int,microliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
nanolitersgua_int,nanoliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
picolitersgua_int,picoliters,amazon_ept_v10.GraduationIntervalUnitOfMeasure
GRgua_int,GR,amazon_ept_v10.GraduationIntervalUnitOfMeasure
KGgua_int,KG,amazon_ept_v10.GraduationIntervalUnitOfMeasure
OZgua_int,OZ,amazon_ept_v10.GraduationIntervalUnitOfMeasure
LBgua_int,LB,amazon_ept_v10.GraduationIntervalUnitOfMeasure
MGgua_int,MG,amazon_ept_v10.GraduationIntervalUnitOfMeasure
btus_energy_outout_unit_of_measure,btus,amazon_ept_v10.MaxEnergyOutputUnitOfMeasure
micrometer_filter_pure_size,micrometer,amazon_ept_v10.FilterPoreSizeUnitOfMeasure
pounds_ice_capacity,pounds,amazon_ept_v10.IceCapacityUnitOfMeasure
MaxRotationSpeedUnitOfMeasure_rom,rpm,amazon_ept_v10.MaxRotationSpeedUnitOfMeasure
unknown_modifierunknown,unknown_modifier,amazon_ept_v10.UnknownOpticalUnitOfMeasure
dioptersunknown,diopters,amazon_ept_v10.UnknownOpticalUnitOfMeasure
kbpsdata_transfer,kbps,amazon_ept_v10.DataTransferSpeedUnitOfMeasure
mbpsdata_transfer,mbps,amazon_ept_v10.DataTransferSpeedUnitOfMeasure
gbpsdata_transfer,gbps,amazon_ept_v10.DataTransferSpeedUnitOfMeasure
PPS_table_rate_unit_of_measure,PPS,amazon_ept_v10.TabletDataRateUnitOfMeasure
lpi_TabletResolutionUnitOfMeasure,lpi,amazon_ept_v10.TabletResolutionUnitOfMeasure
bits_memory_interface_unit_of_measure,bits,amazon_ept_v10.MemoryInterfaceUnitOfMeasure
cfm_air_flow_uom_ept,CFM,amazon_ept_v10.AirflowUnitOfMeasure
levels_unit_of_measure_pressure,levels,amazon_ept_v10.PressureLevelUnitOfMeasure
