id,name,amazon_categ_id:id,sequence
PatternName-Color845,PatternName-Color,amazon_ept_v10.art_categ,845
PatternName-DisplayHeight846,PatternName-DisplayHeight,amazon_ept_v10.art_categ,846
MatteStyle-Material847,MatteStyle-Material,amazon_ept_v10.art_categ,847
MatteStyle-StyleName848,MatteStyle-StyleName,amazon_ept_v10.art_categ,848
MatteStyle-Size849,MatteStyle-Size,amazon_ept_v10.art_categ,849
MatteStyle-Color850,MatteStyle-Color,amazon_ept_v10.art_categ,850
ItemPackageQuantity-Occasion851,ItemPackageQuantity-Occasion,amazon_ept_v10.art_categ,851
ItemPackageQuantity-StyleName852,ItemPackageQuantity-StyleName,amazon_ept_v10.art_categ,852
DisplayWeight-StyleName853,DisplayWeight-StyleName,amazon_ept_v10.art_categ,853
Material-PatternName854,Material-PatternName,amazon_ept_v10.art_categ,854
Material-MatteStyle855,Material-MatteStyle,amazon_ept_v10.art_categ,855
Material-StyleName856,Material-StyleName,amazon_ept_v10.art_categ,856
StyleName-DisplayLength857,StyleName-DisplayLength,amazon_ept_v10.art_categ,857
StyleName-DisplayWidth858,StyleName-DisplayWidth,amazon_ept_v10.art_categ,858
StyleName-Occasion859,StyleName-Occasion,amazon_ept_v10.art_categ,859
StyleName-PatternName860,StyleName-PatternName,amazon_ept_v10.art_categ,860
StyleName-DisplayWeight861,StyleName-DisplayWeight,amazon_ept_v10.art_categ,861
StyleName-Material862,StyleName-Material,amazon_ept_v10.art_categ,862
StyleName-Size863,StyleName-Size,amazon_ept_v10.art_categ,863
StyleName-Color864,StyleName-Color,amazon_ept_v10.art_categ,864
Size-Occasion865,Size-Occasion,amazon_ept_v10.art_categ,865
Size-PatternName866,Size-PatternName,amazon_ept_v10.art_categ,866
Size-MatteStyle867,Size-MatteStyle,amazon_ept_v10.art_categ,867
Size-StyleName868,Size-StyleName,amazon_ept_v10.art_categ,868
Color-Occasion869,Color-Occasion,amazon_ept_v10.art_categ,869
Color-PatternName870,Color-PatternName,amazon_ept_v10.art_categ,870
Color-MatteStyle871,Color-MatteStyle,amazon_ept_v10.art_categ,871
Color-StyleName872,Color-StyleName,amazon_ept_v10.art_categ,872
MatteStyle873,MatteStyle,amazon_ept_v10.art_categ,873
PatternName874,PatternName,amazon_ept_v10.art_categ,874
Occasion875,Occasion,amazon_ept_v10.art_categ,875
StyleName876,StyleName,amazon_ept_v10.art_categ,876
CustomerPackageType877,CustomerPackageType,amazon_ept_v10.art_categ,877
ColorName-CustomerPackageType878,ColorName-CustomerPackageType,amazon_ept_v10.art_categ,878
SizeName-CustomerPackageType879,SizeName-CustomerPackageType,amazon_ept_v10.art_categ,879
SizeName-ColorName-CustomerPackageType880,SizeName-ColorName-CustomerPackageType,amazon_ept_v10.art_categ,880
StyleName-CustomerPackageType881,StyleName-CustomerPackageType,amazon_ept_v10.art_categ,881
SizeName-StyleName-CustomerPackageType882,SizeName-StyleName-CustomerPackageType,amazon_ept_v10.art_categ,882
Size883,Size,amazon_ept_v10.food_categ,883
Flavor884,Flavor,amazon_ept_v10.food_categ,884
Flavor-Size885,Flavor-Size,amazon_ept_v10.food_categ,885
PatternName886,PatternName,amazon_ept_v10.food_categ,886
Size887,Size,amazon_ept_v10.householdsupplies,887
Flavor888,Flavor,amazon_ept_v10.householdsupplies,888
Flavor-Size889,Flavor-Size,amazon_ept_v10.householdsupplies,889
PatternName890,PatternName,amazon_ept_v10.householdsupplies,890
Size891,Size,amazon_ept_v10.beverages,891
Flavor892,Flavor,amazon_ept_v10.beverages,892
Flavor-Size893,Flavor-Size,amazon_ept_v10.beverages,893
PatternName894,PatternName,amazon_ept_v10.beverages,894
Size895,Size,amazon_ept_v10.hardliquor,895
Flavor896,Flavor,amazon_ept_v10.hardliquor,896
Flavor-Size897,Flavor-Size,amazon_ept_v10.hardliquor,897
PatternName898,PatternName,amazon_ept_v10.hardliquor,898
Size899,Size,amazon_ept_v10.alcoholicbeverages,899
Flavor900,Flavor,amazon_ept_v10.alcoholicbeverages,900
Flavor-Size901,Flavor-Size,amazon_ept_v10.alcoholicbeverages,901
PatternName902,PatternName,amazon_ept_v10.alcoholicbeverages,902
Size903,Size,amazon_ept_v10.wine_categ,903
Flavor904,Flavor,amazon_ept_v10.wine_categ,904
Flavor-Size905,Flavor-Size,amazon_ept_v10.wine_categ,905
PatternName906,PatternName,amazon_ept_v10.wine_categ,906
BandColor907,BandColor,amazon_ept_v10.watch_ept,907
Color908,Color,amazon_ept_v10.watch_ept,908
StyleName909,StyleName,amazon_ept_v10.watch_ept,909
Length910,Length,amazon_ept_v10.fashionnecklacebraceletanklet,910
MetalType911,MetalType,amazon_ept_v10.fashionnecklacebraceletanklet,911
Length-MetalType912,Length-MetalType,amazon_ept_v10.fashionnecklacebraceletanklet,912
Color913,Color,amazon_ept_v10.fashionnecklacebraceletanklet,913
StyleName914,StyleName,amazon_ept_v10.fashionnecklacebraceletanklet,914
Diameter915,Diameter,amazon_ept_v10.fashionnecklacebraceletanklet,915
DisplayWeight916,DisplayWeight,amazon_ept_v10.fashionnecklacebraceletanklet,916
RingSize917,RingSize,amazon_ept_v10.fashionring,917
MetalType918,MetalType,amazon_ept_v10.fashionring,918
MetalType-RingSize919,MetalType-RingSize,amazon_ept_v10.fashionring,919
Color920,Color,amazon_ept_v10.fashionring,920
StyleName921,StyleName,amazon_ept_v10.fashionring,921
Diameter922,Diameter,amazon_ept_v10.fashionring,922
DisplayWeight923,DisplayWeight,amazon_ept_v10.fashionring,923
MetalType924,MetalType,amazon_ept_v10.fashionearring,924
Color925,Color,amazon_ept_v10.fashionearring,925
StyleName926,StyleName,amazon_ept_v10.fashionearring,926
Diameter927,Diameter,amazon_ept_v10.fashionearring,927
DisplayWeight928,DisplayWeight,amazon_ept_v10.fashionearring,928
Length929,Length,amazon_ept_v10.fashionother,929
MetalType930,MetalType,amazon_ept_v10.fashionother,930
Length-MetalType931,Length-MetalType,amazon_ept_v10.fashionother,931
Color932,Color,amazon_ept_v10.fashionother,932
StyleName933,StyleName,amazon_ept_v10.fashionother,933
Diameter934,Diameter,amazon_ept_v10.fashionother,934
DisplayWeight935,DisplayWeight,amazon_ept_v10.fashionother,935
Length936,Length,amazon_ept_v10.finenecklacevraceletanklet,936
MetalType937,MetalType,amazon_ept_v10.finenecklacevraceletanklet,937
SizePerPearl938,SizePerPearl,amazon_ept_v10.finenecklacevraceletanklet,938
TotalDiamondWeight939,TotalDiamondWeight,amazon_ept_v10.finenecklacevraceletanklet,939
Length-TotalDiamondWeight940,Length-TotalDiamondWeight,amazon_ept_v10.finenecklacevraceletanklet,940
Length-SizePerPearl941,Length-SizePerPearl,amazon_ept_v10.finenecklacevraceletanklet,941
MetalType-TotalDiamondWeight942,MetalType-TotalDiamondWeight,amazon_ept_v10.finenecklacevraceletanklet,942
MetalType-SizePerPearl943,MetalType-SizePerPearl,amazon_ept_v10.finenecklacevraceletanklet,943
MetalStamp944,MetalStamp,amazon_ept_v10.finenecklacevraceletanklet,944
GemType945,GemType,amazon_ept_v10.finenecklacevraceletanklet,945
GemType-MetalType946,GemType-MetalType,amazon_ept_v10.finenecklacevraceletanklet,946
MetalType-MetalStamp947,MetalType-MetalStamp,amazon_ept_v10.finenecklacevraceletanklet,947
MetalType-Length948,MetalType-Length,amazon_ept_v10.finenecklacevraceletanklet,948
GemType-Length949,GemType-Length,amazon_ept_v10.finenecklacevraceletanklet,949
StoneShape-MetalType950,StoneShape-MetalType,amazon_ept_v10.finenecklacevraceletanklet,950
Color951,Color,amazon_ept_v10.finenecklacevraceletanklet,951
StyleName952,StyleName,amazon_ept_v10.finenecklacevraceletanklet,952
Diameter953,Diameter,amazon_ept_v10.finenecklacevraceletanklet,953
DisplayWeight954,DisplayWeight,amazon_ept_v10.finenecklacevraceletanklet,954
Length955,Length,amazon_ept_v10.finering,955
MetalType956,MetalType,amazon_ept_v10.finering,956
SizePerPearl957,SizePerPearl,amazon_ept_v10.finering,957
TotalDiamondWeight958,TotalDiamondWeight,amazon_ept_v10.finering,958
Length-TotalDiamondWeight959,Length-TotalDiamondWeight,amazon_ept_v10.finering,959
Length-SizePerPearl960,Length-SizePerPearl,amazon_ept_v10.finering,960
MetalType-TotalDiamondWeight961,MetalType-TotalDiamondWeight,amazon_ept_v10.finering,961
MetalType-SizePerPearl962,MetalType-SizePerPearl,amazon_ept_v10.finering,962
MetalStamp963,MetalStamp,amazon_ept_v10.finering,963
GemType964,GemType,amazon_ept_v10.finering,964
GemType-MetalType965,GemType-MetalType,amazon_ept_v10.finering,965
MetalType-MetalStamp966,MetalType-MetalStamp,amazon_ept_v10.finering,966
MetalType-Length967,MetalType-Length,amazon_ept_v10.finering,967
GemType-Length968,GemType-Length,amazon_ept_v10.finering,968
StoneShape-MetalType969,StoneShape-MetalType,amazon_ept_v10.finering,969
Color970,Color,amazon_ept_v10.finering,970
StyleName971,StyleName,amazon_ept_v10.finering,971
Diameter972,Diameter,amazon_ept_v10.finering,972
DisplayWeight973,DisplayWeight,amazon_ept_v10.finering,973
MetalType974,MetalType,amazon_ept_v10.fineearring,974
SizePerPearl975,SizePerPearl,amazon_ept_v10.fineearring,975
TotalDiamondWeight976,TotalDiamondWeight,amazon_ept_v10.fineearring,976
MetalType-TotalDiamondWeight977,MetalType-TotalDiamondWeight,amazon_ept_v10.fineearring,977
MetalType-SizePerPearl978,MetalType-SizePerPearl,amazon_ept_v10.fineearring,978
MetalStamp979,MetalStamp,amazon_ept_v10.fineearring,979
GemType980,GemType,amazon_ept_v10.fineearring,980
GemType-MetalType981,GemType-MetalType,amazon_ept_v10.fineearring,981
MetalType-MetalStamp982,MetalType-MetalStamp,amazon_ept_v10.fineearring,982
StoneShape-MetalType983,StoneShape-MetalType,amazon_ept_v10.fineearring,983
Color984,Color,amazon_ept_v10.fineearring,984
StyleName985,StyleName,amazon_ept_v10.fineearring,985
Diameter986,Diameter,amazon_ept_v10.fineearring,986
DisplayWeight987,DisplayWeight,amazon_ept_v10.fineearring,987
Length988,Length,amazon_ept_v10.fineother,988
MetalType989,MetalType,amazon_ept_v10.fineother,989
SizePerPearl990,SizePerPearl,amazon_ept_v10.fineother,990
TotalDiamondWeight991,TotalDiamondWeight,amazon_ept_v10.fineother,991
Length-TotalDiamondWeight992,Length-TotalDiamondWeight,amazon_ept_v10.fineother,992
Length-SizePerPearl993,Length-SizePerPearl,amazon_ept_v10.fineother,993
MetalType-TotalDiamondWeight994,MetalType-TotalDiamondWeight,amazon_ept_v10.fineother,994
MetalType-SizePerPearl995,MetalType-SizePerPearl,amazon_ept_v10.fineother,995
Color996,Color,amazon_ept_v10.fineother,996
StyleName997,StyleName,amazon_ept_v10.fineother,997
Diameter998,Diameter,amazon_ept_v10.fineother,998
DisplayWeight999,DisplayWeight,amazon_ept_v10.fineother,999
Size1000,Size,amazon_ept_v10.home_categ_child,1000
Color1001,Color,amazon_ept_v10.home_categ_child,1001
Scent1002,Scent,amazon_ept_v10.home_categ_child,1002
Size-Color1003,Size-Color,amazon_ept_v10.home_categ_child,1003
Size-Scent1004,Size-Scent,amazon_ept_v10.home_categ_child,1004
DisplayLength-DisplayWidth1005,DisplayLength-DisplayWidth,amazon_ept_v10.home_categ_child,1005
DisplayLength-Material1006,DisplayLength-Material,amazon_ept_v10.home_categ_child,1006
DisplayLength-Size1007,DisplayLength-Size,amazon_ept_v10.home_categ_child,1007
DisplayLength-Color1008,DisplayLength-Color,amazon_ept_v10.home_categ_child,1008
DisplayLength-DisplayHeight1009,DisplayLength-DisplayHeight,amazon_ept_v10.home_categ_child,1009
DisplayWidth-Material1010,DisplayWidth-Material,amazon_ept_v10.home_categ_child,1010
DisplayWidth-Size1011,DisplayWidth-Size,amazon_ept_v10.home_categ_child,1011
DisplayWidth-Color1012,DisplayWidth-Color,amazon_ept_v10.home_categ_child,1012
DisplayWidth-DisplayHeight1013,DisplayWidth-DisplayHeight,amazon_ept_v10.home_categ_child,1013
ItemPackageQuantity-Material1014,ItemPackageQuantity-Material,amazon_ept_v10.home_categ_child,1014
ItemPackageQuantity-Size1015,ItemPackageQuantity-Size,amazon_ept_v10.home_categ_child,1015
ItemPackageQuantity-Color1016,ItemPackageQuantity-Color,amazon_ept_v10.home_categ_child,1016
ItemPackageQuantity-DisplayHeight1017,ItemPackageQuantity-DisplayHeight,amazon_ept_v10.home_categ_child,1017
DisplayWeight-ItemPackageQuantity1018,DisplayWeight-ItemPackageQuantity,amazon_ept_v10.home_categ_child,1018
DisplayWeight-Material1019,DisplayWeight-Material,amazon_ept_v10.home_categ_child,1019
DisplayWeight-Size1020,DisplayWeight-Size,amazon_ept_v10.home_categ_child,1020
DisplayWeight-Color1021,DisplayWeight-Color,amazon_ept_v10.home_categ_child,1021
DisplayWeight-DisplayHeight1022,DisplayWeight-DisplayHeight,amazon_ept_v10.home_categ_child,1022
Material-DisplayLength1023,Material-DisplayLength,amazon_ept_v10.home_categ_child,1023
Material-DisplayWidth1024,Material-DisplayWidth,amazon_ept_v10.home_categ_child,1024
Material-Size1025,Material-Size,amazon_ept_v10.home_categ_child,1025
Material-Color1026,Material-Color,amazon_ept_v10.home_categ_child,1026
Material-DisplayHeight1027,Material-DisplayHeight,amazon_ept_v10.home_categ_child,1027
Size-DisplayLength1028,Size-DisplayLength,amazon_ept_v10.home_categ_child,1028
Size-DisplayWidth1029,Size-DisplayWidth,amazon_ept_v10.home_categ_child,1029
Size-DisplayWeight1030,Size-DisplayWeight,amazon_ept_v10.home_categ_child,1030
Size-Material1031,Size-Material,amazon_ept_v10.home_categ_child,1031
Size-Color1032,Size-Color,amazon_ept_v10.home_categ_child,1032
Size-DisplayHeight1033,Size-DisplayHeight,amazon_ept_v10.home_categ_child,1033
Color-DisplayLength1034,Color-DisplayLength,amazon_ept_v10.home_categ_child,1034
Color-DisplayWidth1035,Color-DisplayWidth,amazon_ept_v10.home_categ_child,1035
Color-ItemPackageQuantity1036,Color-ItemPackageQuantity,amazon_ept_v10.home_categ_child,1036
Color-DisplayWeight1037,Color-DisplayWeight,amazon_ept_v10.home_categ_child,1037
Color-Material1038,Color-Material,amazon_ept_v10.home_categ_child,1038
Color-Size1039,Color-Size,amazon_ept_v10.home_categ_child,1039
Color-DisplayHeight1040,Color-DisplayHeight,amazon_ept_v10.home_categ_child,1040
DisplayHeight1041,DisplayHeight,amazon_ept_v10.home_categ_child,1041
Material1042,Material,amazon_ept_v10.home_categ_child,1042
DisplayWeight1043,DisplayWeight,amazon_ept_v10.home_categ_child,1043
DisplayLength1044,DisplayLength,amazon_ept_v10.home_categ_child,1044
ItemPackageQuantity1045,ItemPackageQuantity,amazon_ept_v10.home_categ_child,1045
DisplayLength-PatternName1046,DisplayLength-PatternName,amazon_ept_v10.home_categ_child,1046
DisplayLength-StyleName1047,DisplayLength-StyleName,amazon_ept_v10.home_categ_child,1047
DisplayWidth-PatternName1048,DisplayWidth-PatternName,amazon_ept_v10.home_categ_child,1048
DisplayWidth-StyleName1049,DisplayWidth-StyleName,amazon_ept_v10.home_categ_child,1049
Occasion-PatternName1050,Occasion-PatternName,amazon_ept_v10.home_categ_child,1050
Occasion-ItemPackageQuantity1051,Occasion-ItemPackageQuantity,amazon_ept_v10.home_categ_child,1051
Occasion-Material1052,Occasion-Material,amazon_ept_v10.home_categ_child,1052
Occasion-StyleName1053,Occasion-StyleName,amazon_ept_v10.home_categ_child,1053
Occasion-Size1054,Occasion-Size,amazon_ept_v10.home_categ_child,1054
Occasion-Color1055,Occasion-Color,amazon_ept_v10.home_categ_child,1055
Occasion-DisplayHeight1056,Occasion-DisplayHeight,amazon_ept_v10.home_categ_child,1056
PatternName-DisplayLength1057,PatternName-DisplayLength,amazon_ept_v10.home_categ_child,1057
PatternName-DisplayWidth1058,PatternName-DisplayWidth,amazon_ept_v10.home_categ_child,1058
PatternName-Occasion1059,PatternName-Occasion,amazon_ept_v10.home_categ_child,1059
PatternName-Material1060,PatternName-Material,amazon_ept_v10.home_categ_child,1060
PatternName-StyleName1061,PatternName-StyleName,amazon_ept_v10.home_categ_child,1061
PatternName-Size1062,PatternName-Size,amazon_ept_v10.home_categ_child,1062
PatternName-Color1063,PatternName-Color,amazon_ept_v10.home_categ_child,1063
PatternName-DisplayHeight1064,PatternName-DisplayHeight,amazon_ept_v10.home_categ_child,1064
MatteStyle-Material1065,MatteStyle-Material,amazon_ept_v10.home_categ_child,1065
MatteStyle-StyleName1066,MatteStyle-StyleName,amazon_ept_v10.home_categ_child,1066
MatteStyle-Size1067,MatteStyle-Size,amazon_ept_v10.home_categ_child,1067
MatteStyle-Color1068,MatteStyle-Color,amazon_ept_v10.home_categ_child,1068
ItemPackageQuantity-Occasion1069,ItemPackageQuantity-Occasion,amazon_ept_v10.home_categ_child,1069
ItemPackageQuantity-StyleName1070,ItemPackageQuantity-StyleName,amazon_ept_v10.home_categ_child,1070
DisplayWeight-StyleName1071,DisplayWeight-StyleName,amazon_ept_v10.home_categ_child,1071
Material-PatternName1072,Material-PatternName,amazon_ept_v10.home_categ_child,1072
Material-MatteStyle1073,Material-MatteStyle,amazon_ept_v10.home_categ_child,1073
Material-StyleName1074,Material-StyleName,amazon_ept_v10.home_categ_child,1074
StyleName-DisplayLength1075,StyleName-DisplayLength,amazon_ept_v10.home_categ_child,1075
StyleName-DisplayWidth1076,StyleName-DisplayWidth,amazon_ept_v10.home_categ_child,1076
StyleName-Occasion1077,StyleName-Occasion,amazon_ept_v10.home_categ_child,1077
StyleName-PatternName1078,StyleName-PatternName,amazon_ept_v10.home_categ_child,1078
StyleName-DisplayWeight1079,StyleName-DisplayWeight,amazon_ept_v10.home_categ_child,1079
StyleName-Material1080,StyleName-Material,amazon_ept_v10.home_categ_child,1080
StyleName-Size1081,StyleName-Size,amazon_ept_v10.home_categ_child,1081
StyleName-Color1082,StyleName-Color,amazon_ept_v10.home_categ_child,1082
Size-Occasion1083,Size-Occasion,amazon_ept_v10.home_categ_child,1083
Size-PatternName1084,Size-PatternName,amazon_ept_v10.home_categ_child,1084
Size-MatteStyle1085,Size-MatteStyle,amazon_ept_v10.home_categ_child,1085
Size-StyleName1086,Size-StyleName,amazon_ept_v10.home_categ_child,1086
Color-Occasion1087,Color-Occasion,amazon_ept_v10.home_categ_child,1087
Color-PatternName1088,Color-PatternName,amazon_ept_v10.home_categ_child,1088
Color-MatteStyle1089,Color-MatteStyle,amazon_ept_v10.home_categ_child,1089
Color-StyleName1090,Color-StyleName,amazon_ept_v10.home_categ_child,1090
MatteStyle1091,MatteStyle,amazon_ept_v10.home_categ_child,1091
PatternName1092,PatternName,amazon_ept_v10.home_categ_child,1092
Occasion1093,Occasion,amazon_ept_v10.home_categ_child,1093
StyleName1094,StyleName,amazon_ept_v10.home_categ_child,1094
CustomerPackageType1095,CustomerPackageType,amazon_ept_v10.home_categ_child,1095
ColorName-CustomerPackageType1096,ColorName-CustomerPackageType,amazon_ept_v10.home_categ_child,1096
SizeName-CustomerPackageType1097,SizeName-CustomerPackageType,amazon_ept_v10.home_categ_child,1097
SizeName-ColorName-CustomerPackageType1098,SizeName-ColorName-CustomerPackageType,amazon_ept_v10.home_categ_child,1098
StyleName-CustomerPackageType1099,StyleName-CustomerPackageType,amazon_ept_v10.home_categ_child,1099
SizeName-StyleName-CustomerPackageType1100,SizeName-StyleName-CustomerPackageType,amazon_ept_v10.home_categ_child,1100
Size type1101,Size type,amazon_ept_v10.home_categ_child,1101
Color type1102,Color type,amazon_ept_v10.home_categ_child,1102
Scent type1103,Scent type,amazon_ept_v10.home_categ_child,1103
CustomerPackageType1104,CustomerPackageType,amazon_ept_v10.home_categ_child,1104
Sizeamazon_consu_ele_ept,Size,amazon_ept_v10.amazon_consu_ele_ept,1105
Coloramazon_consu_ele_ept,Color,amazon_ept_v10.amazon_consu_ele_ept,1106
